sku,slug,handle,common,group,family,origin,care,temperament,swim,tank,adult,tempC,ph,hard,diet,social,life,psize,desc,tips,aqa_staple,aqa_treat,feeding_note,hub_url,care_url,shop_url,title
RA-FSH-0030,tropheus-red-cheek,tropheus-red-bishop-1-25-copy,Tropheus Red Cheek,Tanganyikan Cichlid,Cichlidae,"Lake Tanganyika, East Africa",Intermediate,Territorial,All levels,115-200 L (species-dependent),2-14 in — varies by species,24-28°C,7.8-9.0,Hard / Alkaline (10-20 dGH),Carnivore/Omnivore,Colony or pair (species-dependent),8-15 years,2 in,"Tropheus Red Cheek is a Lake Tanganyika cichlid needing hard, alkaline water. This group ranges from tiny shell-dwellers to large Frontosa, so check the specific species' adult size and setup.","Hard, alkaline water with the right decor — shells for shell-dwellers, rock for others. | Adult size varies enormously across this group — confirm the species before stocking. | Feed appropriately: many are micro-predators; avoid excess for the smaller species.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/tropheus-red-cheek,https://care.best4pets.in/fish/tropheus-red-cheek/care/,https://best4pets.in/products/tropheus-red-bishop-1-25-copy,"Tropheus ""Red Cheek"" 2inch"
RA-FSH-0031,red-shoulder-angelfish-ml,red-shoulder-angelfish-ml-pair,Red Shoulder Angelfish ML,Angelfish,Cichlidae,"Amazon, South America",Intermediate,Semi-aggressive,Middle,115 L (tall),"6 in tall, to 8 in (15-20 cm)",25-29°C,6.0-7.5,Soft-Medium (3-15 dGH),Omnivore,Pairs / small groups,8-10 years,,"Red Shoulder Angelfish ML is a graceful South American cichlid with a tall body that needs a deep tank. Peaceful for a cichlid, but pairs get territorial when breeding and may eat very small fish.","Use a tall tank to accommodate the fins and body shape. | May eat very small fish (e.g. neon tetras) — choose tankmates by size. | Warm, soft-to-neutral water; pairs become territorial when spawning.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/red-shoulder-angelfish-ml,https://care.best4pets.in/fish/red-shoulder-angelfish-ml/care/,https://best4pets.in/products/red-shoulder-angelfish-ml-pair,Red Shoulder Angelfish ML (Pair)
RA-FSH-0032,black-tiger-badis,black-tiger-badis-pair,Black Tiger Badis,Badis/Dario,Badidae,Asia,Intermediate,Peaceful (with care),Bottom-Middle,40-75 L,0.8-3 in (2-8 cm),22-26°C,6.5-7.5,Soft-Medium (5-15 dGH),Carnivore (micro),Pairs / harem,3-5 years,,"Black Tiger Badis is a small, shy micro-predator (such as the scarlet badis). It often refuses dry food, needs gentle tankmates and dense cover, and rewards patience with jewel-like colour.","Feed small live/frozen foods — most refuse flakes and pellets. | Keep with calm, small tankmates; boisterous fish outcompete them. | Provide dense planting and cover so this shy fish feels secure.",aqa-brineshrimp-flakes,,Usually needs live/frozen micro-foods — may refuse dry food.,https://care.best4pets.in/fish/black-tiger-badis,https://care.best4pets.in/fish/black-tiger-badis/care/,https://best4pets.in/products/black-tiger-badis-pair,Black Tiger Badis (Pair)
RA-FSH-0033,yellow-tail-acei,yellow-tail-acei-3-5inch,Yellow-tail Acei,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,4-5 in,"Yellow-tail Acei is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/yellow-tail-acei,https://care.best4pets.in/fish/yellow-tail-acei/care/,https://best4pets.in/products/yellow-tail-acei-3-5inch,Yellow-tail Acei 4-5inch
RA-FSH-0034,blue-peacock-cichlid,blue-peacock-cichlid-3inch,Blue Peacock Cichlid,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,2.5 in,"Blue Peacock Cichlid is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/blue-peacock-cichlid,https://care.best4pets.in/fish/blue-peacock-cichlid/care/,https://best4pets.in/products/blue-peacock-cichlid-3inch,Blue Peacock Cichlid 2.5inch
RA-FSH-0035,blue-johani-cichlid,blue-johani-cichlid-3inch,Blue Johani Cichlid,African Rift Cichlid (Malawi),Cichlidae,"Lake Malawi, East Africa",Intermediate,Aggressive,All levels,200 L,4-6 in (10-15 cm),24-28°C,7.8-8.6,Hard / Alkaline (10-20 dGH),Omnivore,Groups (species-appropriate),8-10 years,3 in,"Blue Johani Cichlid is a colourful, boldly territorial Lake Malawi cichlid. It needs hard, alkaline water and a rocky, cave-filled aquascape, with stocking planned to spread aggression.","Hard, alkaline water is essential — not for soft-water community tanks. | Build rockwork with many caves; keep them appropriately stocked to diffuse aggression. | Mbuna need veg-based food (avoid excess protein → Malawi bloat); peacocks/haps take more protein.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Mbuna are veg-leaning — keep protein moderate to avoid bloat.,https://care.best4pets.in/fish/blue-johani-cichlid,https://care.best4pets.in/fish/blue-johani-cichlid/care/,https://best4pets.in/products/blue-johani-cichlid-3inch,Blue Johani Cichlid 3inch
RA-FSH-0036,red-white-ryukin,red-white-ryukin-4inch,Red White Ryukin,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,4 in,"Red White Ryukin is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/red-white-ryukin,https://care.best4pets.in/fish/red-white-ryukin/care/,https://best4pets.in/products/red-white-ryukin-4inch,Red White Ryukin 4inch
RA-FSH-0037,congo-tetra,congo-tetra-1-pair,Congo Tetra,Tetra/Characin,Characidae,South America,Beginner,Peaceful,Middle,75 L,1.5-2.5 in (4-6 cm),22-27°C,5.5-7.5,Soft-Medium (2-15 dGH),Omnivore,Shoal of 6 or more,3-5 years,1 in,"Congo Tetra is a small, active schooling characin that shows its best colour and behaviour in a group. Peaceful and undemanding, it's ideal for planted community aquariums.","Keep in a shoal of at least 6 — lone specimens are shy and washed-out. | Offer a varied diet of quality micro-pellets, flakes and frozen foods. | Best in a planted tank with open swimming space and gentle flow.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/congo-tetra,https://care.best4pets.in/fish/congo-tetra/care/,https://best4pets.in/products/congo-tetra-1-pair,"Congo Tetra 1"" (Pair)"
RA-FSH-0038,paratilapia-polleni,paratilapia-polleni-3inch,Paratilapia polleni,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,200-475 L (species-dependent),6-16 in — varies by species,23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,3 in,"Paratilapia polleni is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/paratilapia-polleni,https://care.best4pets.in/fish/paratilapia-polleni/care/,https://best4pets.in/products/paratilapia-polleni-3inch,Paratilapia polleni 3inch
RA-FSH-0039,blue-paradise-fish,paradise-fish-pair,Blue Paradise fish,Gourami/Anabantid,Osphronemidae,Southeast Asia,Beginner-Intermediate,Peaceful (with care),Top-Middle,75-115 L,2-6 in (5-15 cm),23-28°C,6.0-7.5,Soft-Medium (4-15 dGH),Omnivore,Pairs or single,3-5 years,,"Blue Paradise fish is a labyrinth fish that gulps air at the surface and appreciates calm water. Generally peaceful, though males can be territorial with their own kind.","Keep calm water with surface access for air-breathing. | Avoid keeping multiple males in a small tank — they turn territorial. | Provide floating plants and gentle flow for a secure, settled fish.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/blue-paradise-fish,https://care.best4pets.in/fish/blue-paradise-fish/care/,https://best4pets.in/products/paradise-fish-pair,Blue Paradise fish (Pair)
RA-FSH-0040,black-veil-tail-bristlenose,black-veil-tail-bristlenose-1-5-1-75inch,Black Veil Tail Bristlenose,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,115 L,4-5 in (10-13 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,1.5-1.75 in,"Black Veil Tail Bristlenose is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/black-veil-tail-bristlenose,https://care.best4pets.in/fish/black-veil-tail-bristlenose/care/,https://best4pets.in/products/black-veil-tail-bristlenose-1-5-1-75inch,Black Veil Tail Bristlenose 1.5-1.75inch
RA-FSH-0041,albino-veil-tail-bristlenose,albino-veil-tail-bristlenose-1-5-1-75inch,Albino Veil Tail Bristlenose,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,115 L,4-5 in (10-13 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,1.5-1.75 in,"Albino Veil Tail Bristlenose is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/albino-veil-tail-bristlenose,https://care.best4pets.in/fish/albino-veil-tail-bristlenose/care/,https://best4pets.in/products/albino-veil-tail-bristlenose-1-5-1-75inch,Albino Veil Tail Bristlenose 1.5-1.75inch
RA-FSH-0042,german-blue-ramirezi,xxl-german-blue-ramirezi-xl-pair,German Blue Ramirezi,Dwarf Cichlid (Apisto/Ram),Cichlidae,South America,Intermediate-Advanced,Peaceful (with care),Bottom-Middle,75-115 L,2-3.5 in (5-9 cm),28-30°C,5.5-7.0,Soft (2-10 dGH),Carnivore/Omnivore,Pairs,2-4 years,,"German Blue Ramirezi is a colourful dwarf cichlid best kept as a pair in warm, soft water with caves and territory. Peaceful in a community, but defends a small breeding territory.","Warm, soft, slightly acidic water suits dwarf cichlids best. | Provide caves and broken sight-lines so a pair can hold territory. | Rams (Mikrogeophagus) want the warm end (28-30°C) and stable water.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/german-blue-ramirezi,https://care.best4pets.in/fish/german-blue-ramirezi/care/,https://best4pets.in/products/xxl-german-blue-ramirezi-xl-pair,XXL German Blue Ramirezi XL (Pair)
RA-FSH-0043,boesemani-rainbow,boesemani-rainbow-3inch,Boesemani Rainbow,Rainbowfish,Melanotaeniidae,Australia / New Guinea,Beginner-Intermediate,Peaceful,Middle-Top,115 L,2-5 in (5-13 cm),23-28°C,7.0-8.0,Medium-Hard (8-20 dGH),Omnivore,Shoal of 6 or more,5-8 years,3 in,"Boesemani Rainbow is an active, peaceful schooling fish whose colours intensify with age and in a group. It prefers neutral-to-hard water and plenty of open swimming space.","Keep 6+ — colour and confidence build in a shoal (and with mature males). | Neutral to slightly alkaline, harder water suits them well. | Give long open swimming lanes; they're fast, active swimmers.",aqa-micro-pellet-colour-enhancing,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/boesemani-rainbow,https://care.best4pets.in/fish/boesemani-rainbow/care/,https://best4pets.in/products/boesemani-rainbow-3inch,Boesemani Rainbow 3inch
RA-FSH-0044,geophagus-tapajos-red-head,geophagus-tapajos-red-head-2inch,Geophagus Tapajos Red Head,Eartheater/Geophagus,Cichlidae,South America,Intermediate,Peaceful (with care),Bottom,280 L,6-12 in (15-30 cm),26-30°C,5.5-7.5,Soft-Medium (2-12 dGH),Omnivore (sand-sifter),Groups,10+ years,2 in,"Geophagus Tapajos Red Head is a large but generally peaceful 'eartheater' that sifts sand for food. It needs a big tank, warm soft water and a fine sand bed to show natural behaviour.","Use a fine sand substrate so it can sift naturally (protects gills). | Warm, soft water and a spacious tank; best kept in groups. | Peaceful for its size, but plan for a large adult and heavy bioload.",aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,,https://care.best4pets.in/fish/geophagus-tapajos-red-head,https://care.best4pets.in/fish/geophagus-tapajos-red-head/care/,https://best4pets.in/products/geophagus-tapajos-red-head-2inch,Geophagus Tapajos Red Head 2inch
RA-FSH-0045,marble-veil-tail,marble-veil-tail-medium-pair,Marble Veil Tail,Goldfish,Cyprinidae (coldwater),Selectively bred (China),Beginner-Intermediate,Peaceful,All levels,75-115 L per fish,6-8 in fancy (15-20 cm),18-24°C,7.0-8.4,Medium-Hard (8-20 dGH),Omnivore,Groups,10-15+ years,,"Marble Veil Tail is a hardy coldwater fish that needs no heater but produces a heavy bioload, so strong filtration and space are essential. A long-lived, personable pet.",Coldwater fish — no heater needed; keep below ~24°C. | Big bioload: over-filter and do generous water changes. | Feed sinking foods to fancy types to reduce swim-bladder/buoyancy issues.,aqa-micro-pellet-economy,,Feed a sinking staple plus vegetable matter; avoid overfeeding.,https://care.best4pets.in/fish/marble-veil-tail,https://care.best4pets.in/fish/marble-veil-tail/care/,https://best4pets.in/products/marble-veil-tail-medium-pair,Marble Veil Tail Medium (Pair)
RA-FSH-0046,jaguar-cichlid,jaguar-cichlid-2-5-inch,Jaguar Cichlid,SA/CA Cichlid (large),Cichlidae,Central/South America,Intermediate-Advanced,Aggressive,All levels,475 L,14-16 in (35-40 cm),23-28°C,6.5-7.5,Medium (5-20 dGH),Carnivore/Omnivore,Solitary or bonded pair,10-15 years,2.5 in,"Jaguar Cichlid is a large, characterful New World cichlid. These fish are intelligent and territorial, needing a big tank, strong filtration and robust decor. Adult size varies widely by species.",Provide a large tank with powerful filtration and secure hardscape. | Territorial and often aggressive — choose tankmates carefully and confirm the species' temperament. | Confirm the exact species' adult size before stocking — some exceed 30 cm.,aqa-cichlid-colour-enhancer,aqa-brineshrimp-flakes,Larger specimens need bigger meaty/pellet foods.,https://care.best4pets.in/fish/jaguar-cichlid,https://care.best4pets.in/fish/jaguar-cichlid/care/,https://best4pets.in/products/jaguar-cichlid-2-5-inch,Jaguar Cichlid 2.5  inch
